Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression Non-resistant	Expression Resistant	qValue Non-resistant vs Resistant
	1131245	1130172		-	-	EcE24377A_1108	4Fe-4S ferredoxin	0	0	1.0
	1131283	1131119		-	-	EcE24377A_1109	hypothetical protein	0	0	1.0
	1134061	1131317		-	torS	EcE24377A_1110	hybrid sensory histidine kinase TorS	0	0	1.0
	1134144	1135172		+	torT	EcE24377A_1112	TMAO reductase system periplasmic protein TorT	0	0	1.0
	1135837	1135145		-	torR	EcE24377A_1111	DNA-binding transcriptional regulator TorR	0	0	1.0
	1135967	1137139		+	torC	EcE24377A_1113	cytochrome c-type protein torC	0	0	1.0
	1137139	1139685		+	torA	EcE24377A_1114	trimethylamine-N-oxide reductase	0	0	1.0
	1139682	1140281		+	torD	EcE24377A_1116	chaperone protein TorD	0	0	1.0
	1140370	1140221		-	-	EcE24377A_1115	hypothetical protein	0	0	1.0
	1140679	1140374		-	cbpM	EcE24377A_1117	chaperone-modulator protein CbpM	0	0	1.0
	1141599	1140679		-	cbpA	EcE24377A_1118	curved DNA-binding protein CbpA	0	0	1.0
	1141859	1143118		+	-	EcE24377A_1119	hypothetical protein	0	0	1.0
	1143409	1144650		+	agp	EcE24377A_1120	glucose-1-phosphatase/inositol phosphatase	0	0	1.0
	1144915	1144688		-	-	EcE24377A_1121	hypothetical protein	0	0	1.0
	1145532	1144936		-	wrbA	EcE24377A_1122	TrpR binding protein WrbA	0	0	1.0
	1145905	1146078		+	-	EcE24377A_1123	hypothetical protein	0	0	1.0
	1147489	1146161		-	-	EcE24377A_1124	purine permease ycdG	0	0	1.0
	1148004	1147510		-	-	EcE24377A_1125	flavin reductase rutF	0	0	1.0
	1148605	1148015		-	-	EcE24377A_1126	hypothetical protein	0	0	1.0
	1149415	1148615		-	-	EcE24377A_1127	rutD protein	0	0	1.0
	1149809	1149423		-	-	EcE24377A_1128	rutC protein	0	0	1.0
	1150516	1149821	1149821	-	-	EcE24377A_1129	isochorismatase, rutB	0	857	0.0
1149971			1150321	+	-	predicted RNA	antisense: EcE24377A_1129	0	1136	0.0
	1151694	1150513		-	-	EcE24377A_1130	monooxygenase rutA	0	0	1.0
1151594			1151693	+	-	predicted RNA	antisense: EcE24377A_1130	0	1000	1.0
1151916			1151817	-	-	predicted RNA	antisense: rutR	0	1000	1.0
	1151891	1152529		+	rutR	EcE24377A_1131	transcriptional regulator RutR	0	0	1.0
	1156531	1152569		-	putA	EcE24377A_1132	trifunctional transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase	0	0	1.0
1153149			1153296	+	-	predicted RNA	antisense: putA	277	0	0.0
	1156586	1156795		+	-	EcE24377A_1134	hypothetical protein	0	0	1.0
	1156954	1158462		+	putP	EcE24377A_1135	sodium/proline symporter	0	0	1.0
	1159004	1159834		+	-	EcE24377A_1136	FTR1 family iron permease	0	0	1.0
	1159892	1161019		+	-	EcE24377A_1137	hypothetical protein	0	0	1.0
	1161025	1162296		+	-	EcE24377A_1138	Tat-translocated enzyme	0	0	1.0
	1162560	1162363		-	-	EcE24377A_1139	hypothetical protein	0	0	1.0
	1164166	1163753		-	pgaD	EcE24377A_1141	PGA biosynthesis protein	0	0	1.0
	1165493	1164168		-	pgaC	EcE24377A_1142	N-glycosyltransferase	0	0	1.0
	1167504	1165486		-	pgaB	EcE24377A_1143	outer membrane N-deacetylase	0	0	1.0
	1169936	1167513		-	pgaA	EcE24377A_1144	outer membrane protein PgaA	0	0	1.0
	1170451	1171881		+	-	EcE24377A_1145	diguanylate cyclase	0	0	1.0
	1172788	1171922		-	-	EcE24377A_1146	IS3, transposase orfB	0	0	1.0
	1173084	1172785		-	-	EcE24377A_1147	IS3, transposase orfA	0	0	1.0
1172920			1173019	+	-	predicted RNA	antisense: EcE24377A_1147	0	1000	1.0
	1173134	1173499		+	-	EcE24377A_1148	hypothetical protein	0	0	1.0
	1173489	1174475		+	-	EcE24377A_1149	hypothetical protein	0	0	1.0
1175117			1175030	-	-	EcE24377A_5027	Ser tRNA	0	0	1.0
	1175330	1175217		-	-	EcE24377A_1151	hypothetical protein	0	0	1.0
1176344	1176344	1177081	1177081	+	-	EcE24377A_1153	hydrolase	0	135	1.0
1176966			1176868	-	-	predicted RNA	antisense: EcE24377A_1153	0	1000	1.0
	1177105	1177659		+	-	EcE24377A_1154	chaperone TorD	0	0	1.0
	1177761	1178252		+	-	EcE24377A_1155	hypothetical protein	0	0	1.0
	1179149	1178316		-	csgG	EcE24377A_1156	curli production assembly/transport subunit CsgG	0	0	1.0
	1179592	1179176		-	csgF	EcE24377A_1157	curli assembly protein CsgF	0	0	1.0
	1180006	1179617		-	csgE	EcE24377A_1158	curli assembly protein CsgE	0	0	1.0
	1180661	1180011		-	csgD	EcE24377A_1159	DNA-binding transcriptional regulator CsgD	0	0	1.0
	1181321	1181073		-	-	EcE24377A_1160	hypothetical protein	0	0	1.0
	1181388	1181870		+	csgB	EcE24377A_1161	curlin minor subunit	0	0	1.0
	1181911	1182366		+	-	EcE24377A_1162	cryptic curlin major subunit	0	0	1.0
	1182425	1182757		+	csgC	EcE24377A_1163	autoagglutination protein	0	0	1.0
	1182878	1183189		+	-	EcE24377A_1164	hypothetical protein	0	0	1.0
	1183284	1183817		+	-	EcE24377A_1165	hypothetical protein	0	0	1.0
	1183810	1185240		+	-	EcE24377A_1166	phopholipase D	0	0	1.0
	1186405	1185248		-	mdoC	EcE24377A_1167	glucans biosynthesis protein	0	0	1.0
1185396			1185495	+	-	predicted RNA	antisense: mdoC	0	1000	1.0
	1186593	1186450		-	-	EcE24377A_1168	hypothetical protein	0	0	1.0
	1186799	1188334		+	mdoG	EcE24377A_1169	glucan biosynthesis protein G	0	0	1.0
	1188327	1190870		+	mdoH	EcE24377A_1170	glucosyltransferase MdoH	0	0	1.0
	1191043	1191270		+	-	EcE24377A_1172	hypothetical protein	0	0	1.0
	1191645	1191271		-	msyB	EcE24377A_1173	hypothetical protein	0	0	1.0
	1192954	1191728		-	mdtG	EcE24377A_1174	drug efflux system protein MdtG	0	81	1.0
1192023			1192120	+	-	predicted RNA	antisense: mdtG	0	1000	0.0
	1192984	1193088		+	-	EcE24377A_1175	hypothetical protein	0	0	1.0
	1194046	1193126		-	htrB	EcE24377A_1176	lipid A biosynthesis lauroyl acyltransferase	0	16	0.0
1193872			1193971	+	-	predicted RNA	antisense: htrB	0	1000	1.0
1194131			1194047	-	-	predicted RNA	-	0	1000	0.0
	1194271	1195323		+	-	EcE24377A_1177	hypothetical protein	0	0	1.0
	1195940	1195365		-	yceI	EcE24377A_1178	hypothetical protein	0	0	1.0
1195876			1195975	+	-	predicted RNA	antisense: yceI EcE24377A_1179	0	1000	1.0
1196510	1196510	1195944	1195944	-	-	EcE24377A_1179	nickel-dependent hydrogenase b-type cytochrome subunit	0	176	1.0
	1196500	1196646		+	-	EcE24377A_1180	hypothetical protein	0	0	1.0
	1196884	1196771		-	-	EcE24377A_1181	hypothetical protein	0	0	1.0
	1198050	1196932		-	solA	EcE24377A_1182	N-methyltryptophan oxidase	0	89	1.0
	1198422	1198165	1198165	-	bssS	EcE24377A_1183	biofilm formation regulatory protein BssS	607	0	0.0
1198434			1198423	-	-	predicted RNA	-	833	0	5.369018704726229E-120
1196709			1196808	+	-	predicted RNA	antisense: EcE24377A_1181	0	1000	1.0
1198145			1198297	+	-	predicted RNA	antisense: bssS	1082	0	0.0
	1198954	1198709		-	dinI	EcE24377A_1184	DNA damage-inducible protein I	0	0	1.0
	1200074	1199028		-	pyrC	EcE24377A_1185	dihydroorotase	0	0	1.0
1199314			1199463	+	-	predicted RNA	antisense: pyrC	277	0	0.0
1200740	1200740	1200180	1200180	-	-	EcE24377A_1186	hypothetical protein	0	172	0.0
1200361			1200460	+	-	predicted RNA	antisense: EcE24377A_1186	0	1000	1.0
	1201521	1200874		-	grxB	EcE24377A_1187	glutaredoxin	0	0	1.0
	1202793	1201585		-	mdtH	EcE24377A_1188	multidrug resistance protein MdtH	0	0	1.0
1203029	1203029	1203613	1203613	+	rimJ	EcE24377A_1189	ribosomal-protein-S5-alanine N-acetyltransferase	0	170	1.0
1203419			1203320	-	-	predicted RNA	antisense: rimJ	0	1000	1.0
	1203624	1204271		+	-	EcE24377A_1190	hypothetical protein	0	0	1.0
	1204273	1205196		+	-	EcE24377A_1191	oxidoreductase	0	0	1.0
	1205306	1206841		+	mviN	EcE24377A_1192	integral membrane protein MviN	0	0	1.0
	1207297	1206881		-	flgN	EcE24377A_1193	flagellar synthesis protein FlgN	0	0	1.0
	1207595	1207302		-	flgM	EcE24377A_1194	anti-sigma-28 factor FlgM	0	0	1.0
	1208330	1207671		-	flgA	EcE24377A_1195	flagellar basal body P-ring biosynthesis protein FlgA	0	0	1.0
	1208485	1208901		+	flgB	EcE24377A_1196	flagellar basal-body rod protein FlgB	0	0	1.0
	1208905	1209309		+	flgC	EcE24377A_1197	flagellar basal body rod protein FlgC	0	0	1.0
	1209321	1210016		+	flgD	EcE24377A_1198	flagellar basal body rod modification protein	0	0	1.0
	1210041	1211246		+	flgE	EcE24377A_1199	flagellar hook protein FlgE	0	82	1.0
1210635			1210541	-	-	predicted RNA	antisense: flgE	0	1000	0.0
	1211266	1212021		+	flgF	EcE24377A_1200	flagellar basal body rod protein FlgF	0	0	1.0
	1212159	1212941		+	flgG	EcE24377A_1201	flagellar basal body rod protein FlgG	0	0	1.0
1212994	1212994	1213692	1213692	+	flgH	EcE24377A_1202	flagellar basal body L-ring protein	0	143	1.0
	1213704	1214801		+	flgI	EcE24377A_1203	flagellar basal body P-ring biosynthesis protein FlgA	0	0	1.0
	1214801	1215742		+	flgJ	EcE24377A_1204	flagellar rod assembly protein/muramidase FlgJ	0	0	1.0
	1215808	1217451		+	flgK	EcE24377A_1205	flagellar hook-associated protein FlgK	0	0	1.0
	1217463	1218416		+	flgL	EcE24377A_1206	flagellar hook-associated protein FlgL	0	0	1.0
	1221798	1218613		-	rne	EcE24377A_1207	ribonuclease E	0	0	1.0
	1222371	1223330		+	rluC	EcE24377A_1208	23S rRNA pseudouridylate synthase C	0	0	1.0
	1224065	1223442		-	maf2	EcE24377A_1209	Maf-like protein	0	0	1.0
1224225	1224225	1224746	1224746	+	-	EcE24377A_1210	hypothetical protein	79	0	0.0
	1225052	1226122		+	plsX	EcE24377A_1211	glycerol-3-phosphate acyltransferase PlsX	0	0	1.0
	1226190	1227143		+	fabH	EcE24377A_1212	3-oxoacyl-ACP synthase	0	0	1.0
	1227159	1228088		+	fabD	EcE24377A_1213	malonyl CoA-acyl carrier protein transacylase	0	0	1.0
1228101	1228101	1228835	1228835	+	fabG	EcE24377A_1214	3-ketoacyl-ACP reductase	56	0	0.0
1229002			1228853	-	-	predicted RNA	-	277	0	0.0
	1229046	1229282		+	acpP	EcE24377A_1215	acyl carrier protein	0	0	1.0
	1229370	1230611		+	fabF	EcE24377A_1216	3-oxoacyl-ACP synthase	0	0	1.0
	1230731	1231540		+	pabC	EcE24377A_1217	4-amino-4-deoxychorismate lyase	0	0	1.0
	1231543	1232565		+	-	EcE24377A_1218	hypothetical protein	0	0	1.0
	1232555	1233196		+	tmk	EcE24377A_1219	thymidylate kinase	0	0	1.0
	1233193	1234197		+	holB	EcE24377A_1220	DNA polymerase III subunit delta'	0	0	1.0
1234208	1234208	1235005	1235140	+	-	EcE24377A_1221	metallodependent hydrolase	0	15146	1.0
1235160			1234970	-	-	predicted RNA	antisense: EcE24377A_1221	0	68539	1.0
	1235300	1236733		+	ptsG	EcE24377A_1222	PTS system glucose-specific transporter subunit IIBC	0	0	1.0
	1238982	1236793		-	fhuE	EcE24377A_1223	ferric-rhodotorulic acid outer membrane transporter	0	0	1.0
	1239185	1239015		-	-	EcE24377A_1224	hypothetical protein	0	0	1.0
	1239316	1239675		+	hinT	EcE24377A_1225	purine nucleoside phosphoramidase	0	0	1.0
1239678	1239678	1240055	1240068	+	-	EcE24377A_1226	lipoprotein	0	124	0.0
	1240069	1240710		+	-	EcE24377A_1227	lipoprotein	0	62	0.0
1240341			1240242	-	-	predicted RNA	antisense: EcE24377A_1227	0	1000	1.0
	1240691	1241515		+	thiK	EcE24377A_1228	thiamine kinase	0	0	1.0
	1241526	1242551		+	nagZ	EcE24377A_1229	beta-hexosaminidase	0	0	1.0
	1242574	1243116		+	-	EcE24377A_1230	hypothetical protein	0	0	1.0
	1243524	1244828		+	ndh	EcE24377A_1231	NADH dehydrogenase	0	0	1.0
	1245055	1245594		+	-	EcE24377A_1232	hypothetical protein	0	0	1.0
	1246366	1245656		-	-	EcE24377A_1233	TetR family transcriptional regulator	0	0	1.0
	1246529	1246786		+	-	EcE24377A_1234	hypothetical protein	0	0	1.0
	1247831	1246869		-	-	EcE24377A_1235	LysM/ErfK/YbiS/YcfS/YnhG family protein	0	0	1.0
	1251421	1247975		-	mfd	EcE24377A_1236	transcription-repair coupling factor	0	0	1.0
	1252622	1251549		-	-	EcE24377A_1237	hypothetical protein	0	0	1.0
	1252884	1254083		+	lolC	EcE24377A_1238	outer membrane-specific lipoprotein transporter subunit LolC	0	0	1.0
	1254076	1254777		+	lolD	EcE24377A_1239	lipoprotein transporter ATP-binding subunit	0	0	1.0
	1254777	1256021	1256028	+	lolE	EcE24377A_1240	outer membrane-specific lipoprotein transporter subunit LolE	0	155	0.0
1255502			1255403	-	-	predicted RNA	antisense: lolE	0	1000	1.0
	1256050	1256961		+	nagK	EcE24377A_1241	N-acetyl-D-glucosamine kinase	0	0	1.0
1256158			1256059	-	-	predicted RNA	antisense: nagK	0	1000	1.0
1257688			1257787	+	-	predicted RNA	-	0	1000	1.0
	1258725	1257937		-	-	EcE24377A_1243	hypothetical protein	0	0	1.0
	1259183	1258722		-	-	EcE24377A_1244	hypothetical protein	0	0	1.0
	1259025	1259162		+	-	EcE24377A_1245	hypothetical protein	0	0	1.0
	1260287	1259241		-	potD	EcE24377A_1246	spermidine/putrescine ABC transporter substrate-binding protein	0	0	1.0
	1261078	1260284		-	potC	EcE24377A_1247	spermidine/putrescine ABC transporter membrane protein	0	0	1.0
	1263230	1262112		-	-	EcE24377A_1248	phage integrase	0	0	1.0
	1263468	1263199		-	-	EcE24377A_1249	excisionase	0	0	1.0
	1264297	1263530		-	-	EcE24377A_1250	exonuclease	0	0	1.0
	1265907	1264375		-	-	EcE24377A_1251	exonuclease	0	0	1.0
	1266192	1266001		-	-	EcE24377A_1252	hypothetical protein	0	0	1.0
	1266482	1266189		-	-	EcE24377A_1253	DicB protein	0	0	1.0
	1266941	1267150		+	-	EcE24377A_1254	hypothetical protein	0	0	1.0
	1267789	1267151		-	-	EcE24377A_1255	hypothetical protein	0	0	1.0
	1268034	1267801		-	-	EcE24377A_1256	hypothetical protein	0	0	1.0
	1268716	1268525		-	-	EcE24377A_1257	hypothetical protein	0	0	1.0
	1269506	1269931		+	-	EcE24377A_1258	hypothetical protein	0	0	1.0
	1269955	1270902		+	-	EcE24377A_1259	phage O family protein	0	0	1.0
	1270909	1271655		+	-	EcE24377A_1260	replication protein	0	0	1.0
	1271677	1272438		+	-	EcE24377A_1261	hypothetical protein	0	0	1.0
	1272454	1272876		+	-	EcE24377A_1262	hypothetical protein	0	0	1.0
	1272879	1273223		+	-	EcE24377A_1263	hypothetical protein	0	0	1.0
	1273430	1273326		-	-	EcE24377A_1264	hypothetical protein	0	0	1.0
	1273395	1273817		+	-	EcE24377A_1265	hypothetical protein	0	0	1.0
	1274711	1275766		+	-	EcE24377A_1266	hypothetical protein	0	0	1.0
	1275767	1276132		+	-	EcE24377A_1267	crossover junction endodeoxyribonuclease RusA-like protein	0	0	1.0
	1276129	1276818		+	-	EcE24377A_1268	phage antitermination protein Q	0	0	1.0
	1276963	1277727		+	-	EcE24377A_1269	protein kinase domain-containing protein	0	0	1.0
	1277724	1278467		+	-	EcE24377A_1270	hypothetical protein	0	0	1.0
1278582			1278599	+	-	predicted RNA	-	277	0	1.4151690238622776E-31
	1278600	1278884	1278884	+	-	EcE24377A_1271	hypothetical protein	128	0	0.0
	1279035	1280084		+	-	EcE24377A_1272	DNA methylase	0	0	1.0
1280134			1280209	+	-	EcE24377A_5028	Met tRNA	0	0	1.0
1280290			1280365	+	-	EcE24377A_5029	Thr tRNA	0	0	1.0
1280369			1280443	+	-	EcE24377A_5030	Gly tRNA	0	0	1.0
	1280912	1281304		+	-	EcE24377A_1276	hypothetical protein	0	0	1.0
	1281294	1281569		+	-	EcE24377A_1277	phage holin	0	0	1.0
	1281572	1281949		+	-	EcE24377A_1278	hypothetical protein	0	0	1.0
	1281957	1282061		+	-	EcE24377A_1279	hypothetical protein	0	0	1.0
	1283046	1283210		+	-	EcE24377A_1280	lipoprotein	0	0	1.0
	1283292	1283846		+	-	EcE24377A_1281	phage DNA packaging protein Nu1	0	0	1.0
	1283798	1284043		+	-	EcE24377A_1282	entero Ail/Lom protein	0	0	1.0
	1284108	1287521		+	-	EcE24377A_1284	phage tail domain-containing protein	0	0	1.0
	1287521	1288105		+	-	EcE24377A_1285	tail fiber assembly protein	0	0	1.0
	1288816	1288160		-	-	EcE24377A_1286	hypothetical protein	0	0	1.0
	1288885	1289151		+	-	EcE24377A_1287	hypothetical protein	0	0	1.0
	1290247	1289384	1289384	-	potB	EcE24377A_1288	spermidine/putrescine ABC transporter membrane protein	44	0	0.0
1290133			1290421	+	-	predicted RNA	antisense: potA potB	7618	0	1.0
1291367	1291367	1290231		-	potA	EcE24377A_1289	putrescine/spermidine ABC transporter ATPase	1474	0	0.0
	1291617	1292846		+	pepT	EcE24377A_1290	peptidase T	0	0	1.0
	1294113	1292992		-	-	EcE24377A_1291	cupin family protein	0	0	1.0
	1295649	1294189		-	phoQ	EcE24377A_1292	sensor protein PhoQ	0	0	1.0
	1296320	1295649		-	phoP	EcE24377A_1293	DNA-binding transcriptional regulator PhoP	0	0	1.0
	1297858	1296488		-	purB	EcE24377A_1294	adenylosuccinate lyase	0	0	1.0
	1298503	1297862		-	-	EcE24377A_1295	hypothetical protein	0	0	1.0
	1299645	1298539		-	mnmA	EcE24377A_1296	tRNA-specific 2-thiouridylase MnmA	0	0	1.0
	1300160	1299699		-	-	EcE24377A_1297	NUDIX family hydrolase	0	0	1.0
	1300823	1300170		-	rluE	EcE24377A_1298	23S rRNA pseudouridine synthase E	0	0	1.0
	1300995	1302245		+	icd	EcE24377A_1299	isocitrate dehydrogenase	0	0	1.0
	1303771	1303367		-	-	EcE24377A_1300	hypothetical protein	0	0	1.0
	1304723	1303992		-	-	EcE24377A_1301	transcriptional regulator mlrA-like protein	0	64	0.0
1304447			1304662	+	-	predicted RNA	antisense: EcE24377A_1301 EcE24377A_1302	0	925	0.0
1304800	1304785	1304633		-	-	EcE24377A_1302	hypothetical protein	0	1117	0.0
	1306139	1304928		-	-	EcE24377A_1303	BLUF/cyclic diguanylate phosphodiesterase domain-containing protein	0	81	1.0
1305426			1305525	+	-	predicted RNA	antisense: EcE24377A_1303	0	1000	1.0
1306430			1306641	+	-	predicted RNA	-	1572	0	1.0
1306793			1306564	-	-	predicted RNA	antisense: EcE24377A_1304	1448	0	1.0
	1306732	1307004		+	-	EcE24377A_1304	hypothetical protein	0	0	1.0
	1307033	1307299		+	-	EcE24377A_1305	hypothetical protein	0	0	1.0
	1307412	1307660		+	-	EcE24377A_1306	hypothetical protein	0	0	1.0
	1307950	1309515		+	-	EcE24377A_1307	cyclic diguanylate phosphodiesterase domain-containing protein	0	0	1.0
	1309647	1309865		+	-	EcE24377A_1308	hypothetical protein	0	0	1.0
	1309958	1310101		+	-	EcE24377A_1309	hypothetical protein	0	0	1.0
	1310265	1310474		+	-	EcE24377A_1310	hypothetical protein	0	0	1.0
	1310730	1310870		+	-	EcE24377A_1311	hypothetical protein	0	0	1.0
	1311992	1312912		+	-	EcE24377A_1312	autotransporter (AT) family porin	0	0	1.0
	1313298	1312969		-	-	EcE24377A_1313	hypothetical protein	0	0	1.0
	1313652	1313308		-	-	EcE24377A_1314	hypothetical protein	0	0	1.0
	1313827	1313654		-	-	EcE24377A_1315	hypothetical protein	0	0	1.0
	1314074	1314193		+	-	EcE24377A_1316	hypothetical protein	0	0	1.0
	1314162	1314572		+	-	EcE24377A_1317	hypothetical protein	0	0	1.0
	1315210	1314944		-	minE	EcE24377A_1318	cell division topological specificity factor MinE	0	0	1.0
	1316026	1315214		-	minD	EcE24377A_1319	cell division inhibitor MinD	0	0	1.0
	1316745	1316050		-	minC	EcE24377A_1320	septum formation inhibitor	0	0	1.0
1317070			1317169	+	-	predicted RNA	-	0	1000	1.0
	1317265	1317633		+	-	EcE24377A_1321	fels-1 prophage protein	0	0	1.0
1317404			1317305	-	-	predicted RNA	antisense: EcE24377A_1321	0	1000	1.0
	1318154	1317753		-	-	EcE24377A_1322	pre-peptidase C-terminal domain-containing protein	0	0	1.0
	1318396	1318689		+	-	EcE24377A_1323	hypothetical protein	0	0	1.0
	1318761	1319420		+	-	EcE24377A_1324	hypothetical protein	0	0	1.0
	1319497	1319958		+	-	EcE24377A_1325	hypothetical protein	0	0	1.0
	1321322	1321212		-	-	EcE24377A_1327	hypothetical protein	0	0	1.0
	1321448	1321867		+	umuD	EcE24377A_1328	DNA polymerase V subunit UmuD	0	0	1.0
	1321867	1323135		+	umuC	EcE24377A_1329	DNA polymerase V subunit UmuC	0	0	1.0
	1323711	1323181		-	dsbB	EcE24377A_1330	disulfide bond formation protein B	0	0	1.0
	1325398	1323857		-	nhaB	EcE24377A_1331	sodium/proton antiporter	0	0	1.0
1325620	1325620	1326339	1326339	+	fadR	EcE24377A_1332	fatty acid metabolism regulator	57	0	0.0
	1327923	1326391		-	-	EcE24377A_1333	SpoVR family protein	0	0	1.0
1328206			1328252	+	-	predicted RNA	-	555	0	0.0
	1328253	1329551	1329551	+	dadA	EcE24377A_1334	D-amino acid dehydrogenase small subunit	44	0	0.0
1329561	1329561	1330631	1330631	+	dadX	EcE24377A_1335	alanine racemase	38	93	1.0
1330546			1330447	-	-	predicted RNA	antisense: dadX	0	1000	1.0
	1332753	1331017		-	cvrA	EcE24377A_1336	potassium/proton antiporter	0	0	1.0
	1333762	1332848		-	ldcA	EcE24377A_1337	L,D-carboxypeptidase A	0	0	1.0
	1333748	1334473		+	mltE	EcE24377A_1338	membrane-bound lytic murein transglycosylase E	0	0	1.0
	1335209	1334475		-	-	EcE24377A_1339	type IV pilus assembly protein PilZ	0	0	1.0
	1335410	1335664		+	-	EcE24377A_1341	transglycosylase-associated protein	0	0	1.0
	1335733	1335464		-	-	EcE24377A_1340	hypothetical protein	0	0	1.0
	1335842	1336282		+	-	EcE24377A_1342	hypothetical protein	0	0	1.0
	1338058	1336361		-	treA	EcE24377A_1343	trehalase	0	0	1.0
	1339796	1338378		-	dhaM	EcE24377A_1344	dihydroxyacetone kinase subunit DhaM	0	0	1.0
	1340439	1339807		-	-	EcE24377A_1345	dihydroxyacetone kinase subunit DhaL	0	0	1.0
	1341520	1340450		-	dhaK	EcE24377A_1346	dihydroxyacetone kinase subunit DhaK	0	0	1.0
	1341748	1343667		+	dhaR	EcE24377A_1347	DNA-binding transcriptional regulator DhaR	0	0	1.0
	1346652	1343767		-	-	EcE24377A_1348	outer membrane autotransporter	0	0	1.0
	1346997	1347200		+	-	EcE24377A_1349	hypothetical protein	0	0	1.0
	1348584	1347493		-	engD	EcE24377A_1350	GTP-dependent nucleic acid-binding protein EngD	0	0	1.0
1349285	1349285	1348701	1348701	-	pth	EcE24377A_1351	peptidyl-tRNA hydrolase	0	170	1.0
1348820			1348919	+	-	predicted RNA	antisense: pth	0	1000	1.0
	1349563	1349841		+	-	EcE24377A_1352	hypothetical protein	0	0	1.0
	1351548	1349896		-	ychM	EcE24377A_1353	sulfate transporter YchM	0	0	1.0
	1351603	1351481		-	-	EcE24377A_1354	hypothetical protein	0	0	1.0
	1352647	1351700		-	prs	EcE24377A_1355	ribose-phosphate pyrophosphokinase	0	0	1.0
	1353649	1352798		-	ipk	EcE24377A_1356	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	0	0	1.0
	1354272	1353649		-	lolB	EcE24377A_1357	molecular chaperone LolB	0	0	1.0
	1354486	1355742		+	hemA	EcE24377A_1358	glutamyl-tRNA reductase	0	0	1.0
	1355784	1356866		+	prfA	EcE24377A_1359	peptide chain release factor 1	0	92	1.0
	1356866	1357699		+	hemK	EcE24377A_1360	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase	0	0	1.0
	1357696	1358088		+	-	EcE24377A_1361	transcriptional regulator	0	0	1.0
	1358092	1358901		+	sirB1	EcE24377A_1362	transcriptional regulator	0	0	1.0
